txn_id,is_fraud
7576051,0
7576081,0
7576376,0
7576501,0
7576669,0
7577289,0
7578099,0
7578100,0
7578264,0
7578455,0
7578744,0
7578800,0
7578946,0
7580085,0
7580090,0
7580118,0
7580373,0
7580575,0
7580708,0
7581089,0
7581264,0
7581776,0
7582070,0
7582391,0
7582887,0
7583291,0
7584096,0
7584113,0
7584551,0
7584669,0
7584954,0
7585294,0
7585709,0
7585898,0
7586405,0
7586501,0
7587012,0
7587386,0
7587870,0
7589441,0
7590157,0
7590241,0
7591209,0
7591230,0
7591241,0
7591300,0
7591390,0
7591393,0
7591447,0
7591556,0
7591777,0
7592315,0
7592574,0
7592640,0
7593441,0
7593501,0
7593709,0
7594285,0
7594687,0
7594864,0
7595872,0
7596064,0
7596393,0
7596424,0
7596872,0
7597422,0
7598724,0
7598885,0
7599792,0
7601329,0
7601479,0
7601514,0
7601856,0
7602252,0
7602457,0
7602636,0
7602765,0
7603011,0
7603987,0
7604147,0
7604689,0
7605557,0
7605683,0
7606069,0
7606134,0
7606776,0
7607551,0
7607969,0
7608755,0
7608815,0
7609479,0
7609726,0
7609872,0
7610355,0
7610693,0
7611326,0
7611979,0
7613265,0
7613391,0
7613399,0
7613472,0
7613504,0
7613978,0
7614161,0
7614190,0
7614623,0
7614989,0
7615479,0
7615917,0
7615992,0
7616490,0
7616642,0
7617398,0
7617899,0
7618256,0
7618452,0
7618779,0
7619046,0
7619749,0
7620332,0
7621261,0
7621406,0
7621522,0
7622141,0
7622270,0
7622707,0
7622963,0
7623260,0
7623270,0
7623279,0
7623282,0
7623655,0
7623669,0
7623715,0
7623864,0
7624341,0
7624541,0
7625188,0
7625366,0
7625422,0
7625427,0
7625486,0
7625864,0
7625933,0
7626536,0
7626784,0
7626943,0
7627015,0
7627158,0
7627488,0
7627514,0
7628373,0
7628374,0
7628577,0
7628702,0
7629495,0
7630033,0
7630443,0
7631018,0
7631860,0
7632034,0
7632097,0
7632794,0
7632899,0
7633495,0
7633515,0
7633677,0
7633695,0
7634220,0
7634338,0
7634389,0
7635334,0
7635747,0
7635758,0
7635791,0
7636237,0
7636314,0
7636963,0
7636965,0
7637746,0
7638259,0
7638377,0
7638655,0
7638849,0
7639195,0
7639989,0
7640321,0
7640560,0
7640906,0
7641663,0
7641718,0
7641981,0
7642033,0
7642467,0
7642644,0
7642861,0
7643078,0
7645583,0
7645808,0
7646530,0
7646645,0
7647729,0
7647808,0
7648402,0
7648535,0
7648609,0
7649278,0
7649581,0
7649864,0
7650119,0
7650213,0
7650555,0
7650820,0
7650894,0
7650931,0
7651049,0
7651196,0
7651465,0
7651730,0
7651735,0
7652566,0
7652609,0
7652652,0
7653400,0
7653510,0
7653996,0
7654662,0
7654728,0
7655121,0
7655425,0
7655453,0
7655630,0
7655829,0
7655879,0
7656048,0
7656578,0
7656599,0
7656682,0
7658310,0
7658854,0
7659032,0
7659827,0
7660119,0
7660131,0
7660743,0
7660799,0
7661446,0
7662000,0
7662361,0
7662459,0
7662467,0
7662533,0
7663270,0
7663913,0
7663918,0
7663987,0
7665547,0
7666132,0
7666851,0
7667021,0
7668037,0
7668267,0
7669412,0
7669629,0
7670509,0
7670545,0
7670714,0
7670777,0
7670778,0
7671578,0
7671732,0
7673100,0
7673643,0
7673754,0
7673909,0
7674107,0
7674262,0
7674628,0
7675017,0
7675052,0
7675434,0
7675585,0
7675650,0
7677074,0
7677687,0
7677935,0
7678340,0
7678691,0
7679125,0
7679359,0
7680310,0
7681292,0
7681604,0
7681943,0
7681997,0
7682125,0
7682418,0
7683069,0
7683286,0
7683611,0
7683817,0
7683998,0
7684704,0
7684768,0
7685166,0
7685442,0
7685860,0
7685933,0
7686711,0
7687630,0
7687783,0
7688071,0
7688340,0
7688533,0
7689423,0
7689560,0
7690215,0
7690782,0
7690848,0
7691086,0
7692094,0
7692476,0
7693542,0
7694404,0
7694824,0
7694920,0
7694976,0
7695022,0
7695477,0
7696049,0
7696082,0
7696214,0
7696445,0
7696821,0
7698134,0
7698509,0
7698870,0
7698871,0
7699631,0
7699717,0
7699867,0
7699870,0
7701780,0
7701876,0
7701879,0
7702963,0
7703357,0
7703369,0
7703559,0
7704250,0
7704390,0
7704993,0
7705017,0
7705345,0
7705430,0
7706050,0
7706319,0
7707620,0
7708995,0
7709210,0
7709368,0
7711311,0
7711443,0
7711473,0
7711545,0
7711578,0
7711673,0
7712421,0
7712468,0
7713095,0
7713244,0
7713388,0
7714047,0
7714401,0
7715644,0
7715648,0
7715804,0
7716493,0
7717233,0
7717365,0
7717392,0
7717520,0
7717889,0
7717928,0
7718179,0
7718813,0
7719196,0
7719969,0
7720632,0
7721423,0
7721430,0
7721581,0
7721749,0
7721947,0
7722096,0
7722579,0
7722698,0
7722739,0
7722851,0
7723335,0
7723501,0
7724128,0
7724254,0
7724562,0
7724677,0
7724729,0
7725340,0
7725552,0
7725869,0
7726033,0
7726374,0
7726500,0
7727028,0
7727627,0
7728152,0
7728205,0
7728320,0
7729061,0
7729672,0
7729692,0
7730097,0
7730491,0
7730509,0
7730941,0
7730966,0
7731224,0
7731283,0
7731573,0
7731588,0
7732201,0
7732918,0
7733027,0
7733089,0
7733230,0
7733887,0
7734151,0
7734314,0
7734359,0
7734499,0
7734668,0
7735472,0
7736778,0
7736877,0
7737061,0
7737192,0
7737235,0
7737917,0
7738448,0
7739495,0
7739686,0
7739755,0
7740659,0
7741145,0
7741262,0
7741464,0
7742495,0
7742537,0
7743622,0
7743869,0
7744414,0
7745288,0
7745633,0
7745684,0
7746114,0
7746434,0
7746643,0
7747204,0
7747228,0
7747600,0
7747659,0
7747798,0
7748379,0
7748597,0
7748729,0
7749124,0
7749230,0
7749235,0
7749330,0
7749422,0
7749725,0
7750264,0
7751825,0
7751855,0
7752115,0
7752395,0
7752987,0
7753787,0
7754101,0
7754104,0
7754469,0
7754603,0
7754604,0
7754666,0
7754710,0
7756594,0
7756639,0
7756905,0
7757015,0
7757310,0
7757350,0
7757365,0
7757887,0
7758174,0
7758706,0
7758855,0
7758894,0
7759732,0
7760608,0
7760613,0
7761269,0
7761374,0
7761547,0
7761854,0
7762050,0
7762114,0
7762902,0
7763650,0
7764817,0
7764856,0
7765377,0
7765564,0
7765605,0
7765990,0
7766187,0
7767209,0
7768047,0
7768973,0
7769155,0
7769258,0
7769464,0
7769651,0
7769666,0
7769672,0
7769682,0
7769707,0
7770247,0
7770297,0
7770800,0
7771233,0
7771298,0
7771482,0
7771898,0
7771981,0
7771990,0
7772045,0
7772184,0
7772952,0
7773137,0
7773501,0
7773715,0
7773804,0
7773920,0
7774103,0
7774179,0
7774296,0
7774596,0
7775145,0
7775325,0
7775397,0
7775496,0
7775960,0
7776824,0
7777338,0
7777381,0
7777551,0
7778281,0
7778919,0
7778940,0
7778979,0
7779063,0
7780722,0
7780888,0
7781197,0
7781869,0
7781906,0
7783815,0
7784684,0
7785126,0
7785726,0
7785958,0
7786688,0
7787629,0
7787791,0
7788512,0
7788640,0
7789741,0
7790259,0
7790470,0
7791015,0
7791548,0
7793047,0
7793198,0
7793531,0
7793582,0
7793953,0
7793997,0
7794731,0
7794740,0
7795117,0
7795757,0
7796820,0
7796950,0
7797199,0
7797683,0
7797921,0
7798039,0
7798807,0
7799050,0
7799089,0
7799167,0
7800026,0
7800603,0
7800850,0
7800906,0
7801087,0
7801264,0
7801602,0
7803284,0
7803300,0
7803463,0
7805085,0
7805755,0
7807419,0
7808992,0
7809514,0
7809951,0
7810050,0
7810464,0
7810676,0
7811050,0
7811112,0
7811591,0
7811824,0
7812532,0
7812576,0
7813681,0
7814206,0
7814766,0
7815609,0
7816387,0
7816416,0
7816510,0
7816597,0
7816750,0
7817615,0
7817902,0
7818856,0
7819706,0
7819811,0
7820524,0
7820562,0
7820732,0
7820761,0
7821030,0
7821601,0
7821668,0
7821970,0
7822162,0
7822269,0
7822367,0
7822432,0
7822444,0
7823161,0
7824120,0
7824873,0
7825987,0
7826088,0
7826144,0
7826354,0
7828100,0
7828142,0
7828696,0
7828859,0
7828888,0
7828964,0
7828982,0
7829507,0
7829646,0
7830195,0
7830268,0
7830443,0
7830475,0
7830629,0
7831212,0
7831327,0
7831387,0
7831926,0
7832339,0
7832709,0
7833118,0
7833575,0
7833705,0
7833828,0
7834379,0
7834567,0
7834584,0
7834642,0
7834953,0
7834996,0
7835068,0
7835093,0
7835102,0
7835506,0
7835525,0
7835713,0
7835776,0
7835779,0
7836047,0
7836317,0
7836377,0
7836817,0
7836991,0
7837147,0
7837863,0
7838292,0
7838904,0
7839083,0
7839156,0
7839292,0
7839324,0
7839697,0
7840522,0
7840609,0
7840767,0
7841154,0
7842249,0
7842672,0
7842828,0
7843049,0
7843197,0
7843689,0
7843692,0
7844552,0
7845103,0
7845597,0
7846726,0
7846819,0
7847165,0
7847301,0
7847914,0
7848840,0
7849576,0
7849902,0
7850083,0
7850196,0
7850513,0
7850943,0
7851881,0
7852681,0
7852832,0
7852920,0
7853641,0
7853661,0
7853708,0
7854062,0
7854850,0
7855249,0
7855971,0
7855979,0
7856031,0
7856918,0
7857706,0
7858139,0
7859283,0
7860094,0
7860266,0
7860937,0
7861366,0
7862277,0
7863579,0
7863988,0
7864204,0
7864223,0
7864365,0
7864820,0
7864906,0
7865021,0
7865043,0
7865547,0
7865936,0
7866025,0
7866430,0
7866757,0
7867195,0
7867360,0
7867828,0
7867912,0
7868605,0
7868618,0
7868936,0
7869730,0
7869828,0
7870109,0
7870172,0
7870975,0
7871846,0
7872970,0
7873527,0
7873738,0
7873927,0
7874878,0
7875091,0
7876818,0
7877093,0
7877385,0
7878012,0
7878131,0
7878275,0
7879460,0
7880787,0
7880883,0
7881466,0
7881539,0
7882123,0
7882238,0
7882482,0
7882889,0
7883604,0
7884758,0
7885009,0
7885089,0
7885208,0
7885243,0
7885439,0
7885892,0
7886326,0
7887424,0
7887972,0
7888240,0
7889022,0
7889134,0
7889137,0
7889343,0
7889596,0
7889956,0
7890409,0
7891026,0
7891044,0
7891080,0
7891225,0
7891417,0
7891496,0
7891681,0
7892401,0
7893000,0
7893140,0
7893542,0
7893989,0
7894132,0
7894307,0
7894965,0
7895078,0
7895291,0
7895729,0
7896440,0
7897157,0
7897185,0
7897235,0
7897253,0
7897290,0
7897724,0
7897848,0
7897958,0
7898031,0
7899395,0
7899587,0
7900309,0
7900631,0
7900651,0
7900883,0
7901482,0
7901519,0
7901843,0
7902646,0
7902773,0
7902812,0
7903014,0
7903931,0
7904712,0
7904890,0
7905094,0
7905385,0
7905510,0
7905530,0
7907061,0
7907167,0
7907199,0
7907337,0
7909624,0
7909912,0
7910031,0
7910143,0
7910215,0
7910290,0
7910468,0
7910794,0
7911199,0
7911384,0
7913000,0
7913156,0
7913186,0
7913685,0
7914326,0
7914530,0
7915576,0
7916314,0
7916391,0
7917385,0
7917624,0
7917700,0
7918040,0
7918280,0
7918552,0
7918751,0
7918918,0
7919666,0
7919830,0
7920380,0
7921253,0
7921486,0
7921497,0
7921742,0
7921799,0
7922245,0
7922272,0
7923342,0
7923402,0
7924130,0
7924741,0
7924746,0
7925140,0
7925995,0
7926167,0
7927208,0
7927382,0
7927911,0
7928051,0
7928052,0
7928934,0
7928957,0
7929215,0
7929387,0
7929720,0
7929757,0
7930335,0
7930652,0
7931345,0
7932160,0
7933044,0
7933083,0
7933128,0
7934021,0
7934187,0
7934362,0
7934970,0
7935007,0
7935384,0
7936137,0
7936993,0
7937732,0
7939091,0
7939364,0
7939390,0
7940994,0
7941090,0
7941131,0
7941309,0
7942277,0
7942597,0
7942998,0
7943322,0
7943357,0
7943475,0
7943708,0
7944482,0
7944666,0
7945089,0
7946142,0
7947238,0
7948285,0
7948316,0
7948320,0
7948536,0
7948968,0
7949022,0
7949698,0
7949798,0
7950039,0
7950196,0
7950224,0
7950469,0
7950584,0
7950873,0
7950882,0
7951159,0
7951297,0
7951830,0
7952233,0
7952530,0
7953464,0
7953573,0
7953856,0
7955636,0
7955986,0
7956496,0
7956637,0
7956846,0
7956908,0
7956924,0
7957457,0
7957639,0
7957709,0
7957962,0
7958117,0
7959200,0
7959390,0
7960999,0
7961632,0
7961893,0
7962165,0
7963245,0
7964050,0
7964058,0
7964172,0
7964281,0
7964928,0
7965178,0
7965520,0
7965566,0
7966128,0
7966198,0
7966264,0
7967440,0
7967506,0
7967629,0
7967897,0
7968219,0
7968431,0
7969134,0
7969166,0
7969265,0
7970680,0
7971644,0
7972636,0
7973831,0
7974789,0
7975964,0
7976570,0
7976608,0
7976675,0
7976772,0
7977353,0
7977998,0
7978490,0
7978572,0
7978737,0
7978843,0
7979735,0
7980936,0
7981211,0
7981474,0
7981999,0
7982164,0
7982226,0
7982387,0
7982393,0
7982572,0
7982886,0
7983483,0
7983901,0
7984136,0
7984159,0
7984232,0
7984922,0
7985094,0
7986057,0
7986070,0
7986536,0
7986604,0
7987685,0
7988421,0
7988493,0
7988620,0
7989449,0
7990316,0
7990715,0
7990806,0
7991321,0
7991958,0
7992039,0
7992112,0
7994124,0
7994237,0
7994309,0
7994690,0
7994867,0
7995321,0
7995716,0
7995865,0
7995999,0
7996102,0
7996206,0
7996861,0
7996980,0
7997715,0
7997793,0
7997945,0
7998239,0
7998572,0
7998586,0
7999072,0
7999469,0
8000151,0
8000368,0
8000882,0
8000890,0
8001541,0
8002013,0
8002212,0
8002266,0
8002603,0
8002757,0
8002768,0
8003132,0
8003813,0
8004352,0
8004418,0
8005101,0
8005765,0
8005873,0
8006810,0
8007021,0
8007634,0
8008045,0
8008199,0
8008507,0
8008720,0
8008773,0
8008883,0
8009750,0
8009997,0
8010083,0
8010170,0
8010171,0
8010412,0
8010602,0
8010828,0
8011374,0
8011868,0
8011883,0
8012071,0
8012660,0
8012666,0
8012685,0
8012846,0
8013386,0
8014520,0
8014795,0
8014934,0
8015112,0
8015272,0
8015906,0
8015959,0
8017061,0
8017224,0
8017405,0
8017703,0
8017783,0
8017794,0
8017926,0
8019097,0
8019721,0
8019834,0
8019864,0
8020308,0
8020468,0
8021062,0
8021888,0
8021905,0
8022099,0
8022233,0
8022263,0
8022367,0
8022416,0
8022499,0
8022725,0
8022909,0
8023296,0
8023358,0
8024219,0
8024262,0
8024484,0
8025065,0
8025161,0
8025682,0
8025852,0
8025989,0
8026709,0
8027060,0
8027372,0
8027476,0
8027719,0
8027854,0
8028471,0
8028478,0
8028489,0
8028499,0
8028639,0
8028650,0
8029325,0
8029435,0
8030671,0
8031303,0
8031835,0
8032097,0
8032140,0
8032305,0
8032440,0
8032448,0
8032513,0
8033707,0
8034859,0
8035512,0
8036171,0
8037420,0
8038170,0
8038181,0
8038287,0
8038829,0
8039125,0
8039268,0
8039359,0
8039548,0
8039555,0
8039556,0
8039561,0
8039873,0
8041317,0
8041979,0
8042074,0
8042329,0
8042709,0
8043076,0
8043273,0
8043344,0
8044550,0
8044616,0
8045282,0
8045558,0
8046288,0
8046344,0
8046475,0
8047100,0
8047268,0
8047587,0
8047796,0
8048267,0
8048391,0
8048596,0
8049503,0
8049659,0
8049773,0
8050360,0
8050575,0
8050719,0
8050794,0
8051241,0
8051675,0
8051815,0
8051929,0
8052383,0
8052406,0
8052437,0
8052836,0
8053000,0
8053020,0
8053043,0
8053530,0
8053539,0
8053587,0
8054537,0
8054588,0
8054757,0
8054916,0
8055128,0
8055278,0
8055435,0
8055744,0
8055904,0
8058757,0
8058834,0
8059201,0
8059976,0
8060165,0
8060696,0
8060719,0
8060725,0
8061361,0
8061984,0
8062657,0
8062819,0
8063229,0
8063272,0
8063545,0
8063629,0
8063736,0
8063757,0
8064045,0
8064824,0
8064997,0
8065395,0
8066256,0
8066290,0
8067273,0
8068140,0
8068554,0
8070030,0
8070133,0
8070513,0
8070638,0
8071025,0
8071910,0
8073447,0
8073719,0
8073788,0
8074492,0
8074531,0
8074657,0
8076119,0
8076507,0
8077031,0
8077096,0
8077273,0
8077717,0
8078485,0
8078814,0
8079273,0
8079336,0
8079858,0
8080058,0
8080105,0
8080986,0
8081427,0
8081484,0
8082101,0
8082946,0
8083747,0
8083812,0
8083862,0
8083878,0
8084531,0
8085488,0
8085503,0
8086086,0
8086231,0
8087188,0
8088438,0
8088599,0
8089260,0
8089419,0
8089799,0
8089858,0
8090251,0
8090286,0
8090997,0
8091044,0
8091666,0
8091776,0
8091783,0
8091849,0
8091960,0
8092088,0
8092559,0
8093255,0
8093918,0
8094078,0
8094203,0
8094910,0
8095121,0
8095323,0
8095585,0
8095845,0
8096189,0
8096755,0
8097292,0
8097894,0
8097905,0
8098748,0
8099337,0
8099681,0
8099693,0
8100245,0
8100475,0
8100833,0
8100842,0
8100866,0
8101273,0
8101430,0
8102947,0
8103755,0
8104265,0
8104681,0
8104781,0
8105517,0
8105765,0
8106403,0
8107296,0
8107341,0
8108219,0
8108381,0
8108559,0
8109482,0
8109515,0
8109799,0
8110031,0
8110601,0
8111533,0
8111677,0
8112338,0
8112752,0
8113194,0
8114732,0
8114765,0
8115692,0
8116586,0
8118295,0
8118736,0
8118964,0
8118978,0
8119005,0
8119633,0
8119825,0
8120350,0
8120396,0
8120779,0
8121004,0
8121883,0
8122524,0
8122660,0
8122986,0
8123323,0
8123713,0
8123872,0
8125068,0
8125680,0
8125712,0
8125891,0
8127751,0
8127874,0
8128615,0
8129065,0
8129093,0
8129227,0
8129965,0
8131049,0
8131825,0
8131834,0
8132046,0
8132083,0
8132144,0
8132758,0
8132782,0
8132800,0
8132811,0
8133766,0
8133941,0
8134266,0
8134306,0
8135185,0
8135963,0
8136307,0
8137452,0
8138309,0
8138313,0
8139178,0
8139280,0
8139320,0
8140388,0
8140394,0
8140597,0
8140820,0
8141096,0
8141541,0
8141622,0
8142182,0
8142268,0
8142620,0
8144360,0
8144377,0
8144456,0
8144490,0
8144668,0
8145605,0
8145743,0
8147119,0
8148378,0
8148577,0
8148978,0
8149185,0
8149613,0
8149779,0
8149822,0
8150758,0
8151718,0
8152662,0
8153315,0
8153819,0
8153940,0
8154624,0
8155365,0
8155456,0
8156298,0
8156541,0
8157739,0
8158859,0
8158880,0
8158967,0
8159796,0
8160503,0
8160694,0
8161441,0
8161469,0
8161636,0
8162046,0
8164725,0
8164801,0
8165680,0
8166050,0
8166254,0
8166756,0
8166836,0
8166877,0
8166897,0
8166898,0
8168970,0
8169198,0
8170332,0
8171268,0
8171335,0
8171489,0
8171509,0
8171882,0
8172727,0
8173123,0
8173361,0
8173937,0
8174105,0
8174368,0
8174540,0
8175077,0
8175107,0
8175145,0
8175538,0
8176972,0
8177911,0
8178796,0
8179540,0
8179923,0
8180845,0
8181501,0
8181994,0
8182276,0
8183174,0
8183213,0
8183299,0
8183391,0
8183854,0
8183881,0
8183922,0
8184016,0
8185121,0
8185198,0
8185629,0
8186133,0
8186257,0
8186476,0
8186500,0
8186754,0
8187161,0
8187419,0
8187500,0
8187556,0
8187684,0
8188223,0
8188283,0
8188323,0
8188894,0
8189112,0
8189155,0
8189198,0
8189272,0
8189387,0
8189726,0
8190352,0
8190362,0
8190479,0
8190940,0
8191715,0
8192485,0
8192994,0
8193707,0
8194160,0
8194345,0
8194432,0
8194669,0
8194901,0
8195019,0
8196062,0
8196691,0
8197493,0
8197583,0
8197632,0
8198481,0
8198851,0
8199026,0
8199258,0
8199462,0
8199861,0
8200060,0
8200172,0
8200201,0
8200906,0
8200968,0
8201491,0
8201798,0
8201868,0
8202041,0
8202069,0
8202344,0
8202628,0
8203386,0
8205739,0
8206393,0
8206961,0
8206974,0
8207200,0
8207258,0
8207545,0
8207553,0
8208134,0
8208289,0
8208588,0
8208775,0
8208851,0
8209386,0
8209506,0
8209572,0
8209854,0
8210785,0
8210814,0
8211451,0
8211781,0
8211926,0
8212501,0
8212800,0
8212814,0
8212838,0
8213544,0
8214186,0
8214245,0
8214762,0
8215629,0
8215630,0
8215867,0
8216000,0
8216929,0
8216943,0
8217527,0
8218255,0
8219299,0
8219997,0
8220224,0
8220455,0
8220569,0
8221289,0
8222062,0
8222171,0
8222392,0
8222998,0
8223406,0
8224187,0
8224603,0
8224676,0
8225295,0
8225561,0
8225669,0
8225891,0
8226011,0
8226301,0
8226325,0
8226659,0
8227163,0
8227365,0
8227887,0
8228822,0
8229015,0
8229314,0
8229618,0
8230382,0
8231516,0
8231843,0
8232536,0
8232566,0
8232911,0
8233777,0
8234774,0
8234954,0
8235303,0
8235881,0
8236897,0
8237065,0
8238110,0
8239069,0
8239301,0
8239496,0
8239754,0
8239889,0
8240478,0
8240724,0
8241265,0
8241528,0
8243812,0
8244437,0
8244972,0
8246862,0
8247436,0
8247496,0
8247600,0
8247846,0
8248324,0
8249256,0
8249622,0
8249628,0
8249773,0
8250080,0
8250403,0
8250644,0
8250848,0
8250995,0
8251998,0
8252119,0
8252366,0
8252493,0
8252525,0
8253071,0
8253240,0
8253442,0
8254104,0
8254333,0
8254545,0
8254961,0
8255183,0
8255459,0
8255728,0
8255754,0
8255816,0
8256067,0
8256262,0
8256893,0
8257345,0
8257426,0
8258298,0
8258396,0
8259146,0
8259310,0
8260282,0
8260492,0
8260838,0
8260852,0
8261572,0
8261723,0
8261904,0
8261940,0
8262336,0
8262586,0
8263109,0
8263457,0
8263808,0
8263888,0
8264202,0
8264270,0
8264296,0
8264537,0
8265016,0
8265480,0
8265522,0
8265715,0
8265806,0
8266152,0
8266243,0
8266942,0
8267084,0
8267182,0
8267595,0
8267745,0
8267917,0
8269162,0
8270135,0
8271189,0
8271220,0
8271263,0
8271433,0
8272349,0
8272513,0
8272962,0
8273147,0
8273554,0
8273606,0
8274348,0
8274423,0
8274428,0
8275132,0
8275474,0
8275751,0
8275824,0
8275828,0
8276496,0
8276825,0
8277273,0
8277321,0
8277755,0
8277925,0
8278566,0
8278603,0
8278610,0
8279095,0
8279511,0
8279771,0
8280301,0
8280426,0
8280641,0
8281754,0
8282841,0
8283674,0
8283692,0
8284322,0
8284612,0
8284636,0
8284664,0
8285065,0
8286067,0
8286236,0
8286771,0
8287169,0
8288019,0
8288190,0
8288290,0
8288989,0
8289433,0
8290447,0
8290466,0
8290687,0
8290805,0
8291471,0
8292995,0
8293282,0
8293460,0
8293627,0
8294031,0
8295214,0
8295270,0
8295422,0
8296001,0
8296123,0
8296354,0
8296736,0
8297094,0
8297512,0
8297538,0
8297574,0
8298163,0
8298178,0
8298194,0
8298598,0
8298734,0
8299178,0
8299386,0
8299447,0
8299774,0
8300458,0
8300792,0
8301068,0
8301435,0
8301449,0
8301526,0
8301675,0
8301706,0
8301774,0
8302727,0
8303702,0
8303775,0
8304362,0
8304368,0
8304389,0
8305356,0
8305672,0
8305739,0
8306349,0
8306871,0
8307065,0
8307155,0
8307456,0
8307506,0
8307516,0
8307705,0
8308506,0
8308517,0
8309338,0
8309787,0
8309985,0
8310176,0
8310801,0
8310837,0
8310936,0
8311601,0
8311820,0
8311889,0
8312678,0
8313588,0
8314044,0
8314202,0
8315183,0
8315259,0
8315955,0
8316125,0
8316812,0
8317780,0
8318199,0
8319420,0
8320109,0
8320872,0
8321341,0
8321958,0
8322122,0
8322268,0
8323004,0
8323170,0
8323198,0
8323382,0
8324678,0
8324761,0
8325314,0
8325348,0
8325455,0
8325721,0
8327148,0
8328164,0
8328902,0
8328951,0
8329006,0
8329254,0
8330120,0
8331531,0
8331701,0
8331717,0
8332348,0
8333165,0
8333187,0
8333990,0
8334217,0
8334377,0
8334540,0
8334904,0
8334947,0
8335335,0
8335491,0
8335916,0
8336542,0
8337142,0
8337498,0
8337959,0
8338572,0
8338881,0
8338897,0
8339599,0
8339772,0
8340011,0
8340107,0
8340279,0
8340910,0
8340961,0
8340977,0
8341879,0
8342181,0
8342595,0
8343618,0
8344440,0
8344483,0
8344620,0
8345181,0
8345401,0
8345915,0
8346149,0
8346732,0
8348286,0
8348325,0
8348353,0
8348563,0
8350194,0
8350461,0
8350956,0
8351359,0
8351536,0
8352447,0
8354013,0
8354116,0
8355001,0
8355139,0
8355567,0
8355855,0
8356215,0
8357476,0
8359068,0
8359202,0
8359517,0
8361255,0
8361595,0
8362408,0
8362585,0
8364285,0
8364916,0
8364959,0
8364960,0
8365071,0
8365175,0
8365848,0
8366632,0
8366741,0
8367577,0
8368017,0
8368480,0
8368835,0
8368849,0
8368863,0
8368996,0
8369001,0
8369842,0
8370103,0
8370720,0
8371158,0
8371451,0
8371833,0
8372389,0
8372986,0
8373123,0
8373544,0
8374252,0
8375169,0
8375229,0
8375805,0
8376901,0
8377721,0
8377747,0
8378326,0
8378483,0
8378903,0
8379301,0
8379800,0
8380217,0
8380283,0
8380586,0
8380659,0
8380675,0
8381539,0
8382862,0
8383721,0
8383847,0
